review,review_clean,sentiment
really bad experience from Flipkart I am facing connection drop will walking n keeping my phone in my pocket the music keeps on dropping while I walk and Flipkart is not even accepting my request nor canceling it's been almost 6 day and I am waiting for Flipkart to accept my return request .Thank you Flipkart u gave me good experience from now onwards I wouldn't buy online specifically from FlipkartREAD MORE,really bad experience flipkart facing connection drop walking keeping phone pocket music keep dropping walk flipkart even accepting request canceling almost day waiting flipkart accept return request thank flipkart gave good experience onwards wouldnt buy online specifically flipkartread,NEGATIF
JUST AWESOME 👌👌👌👌READ MORE,awesome read,POSITIF
Best headphoneREAD MORE,best headphoneread,POSITIF
Best product at rs.999READ MORE,best product rsread,POSITIF
not as good as red mi earphones. moderate base. good sound.noice cancellation is working fine.READ MORE,good red earphone moderate base good soundnoice cancellation working fineread,NEUTRE
Very good quality of Sound.... Amazing Bass with good noise cancellation....Only problem is that the plastic band got broken after 9 months of the usage. The band should be made of metal instead of plastic.READ MORE,good quality sound amazing bass good noise cancellationonly problem plastic band got broken month usage band made metal instead plasticread,NEGATIF
Now it has been quite a time since I have been using these.The prime points are-1) Great bass and sound as per price.2) Nice build quality.3) PROBLEM- putting them on for long period of time makes you feel uncomfortable becouse of the tightness on the ear. HIGHLY RECOMMENDEDREAD MORE,quite time since using thesethe prime point great bass sound per price nice build quality problem putting long period time make feel uncomfortable becouse tightness ear highly recommendedread,POSITIF
it is really nice one at this price range. Battery backup is goodREAD MORE,really nice one price range battery backup goodread,POSITIF
don't buy this product as overhead band attached is stiff and does fit hard on earsREAD MORE,dont buy product overhead band attached stiff fit hard earsread,NEGATIF
After using it 3 months I realize. Better than any headphones within 3k. Close your eyes  and go for it.READ MORE,using month realize better headphone within close eye itread,POSITIF
"Used for more than 2 years , no problem arised . Best Budget Bluetooth Over ear headphones in this price segment with Good sound and bass quality.READ MORE",used year problem arised best budget bluetooth ear headphone price segment good sound bass qualityread,POSITIF
the build quality is worst. broke within a week.READ MORE,build quality worst broke within weekread,NEGATIF
Perfect is the word that comes in my mind when using this product. Decent sound quality. The only problem it has is a bit uncomfortable. Rest is perfect.READ MORE,perfect word come mind using product decent sound quality problem bit uncomfortable rest perfectread,POSITIF
Mic quality is very poorREAD MORE,mic quality poorread,NEGATIF
Bluetooth connectivity is really bad it disconnect automatically multiple times sometimes listening to music is difficult on this one due to connectivity problem. and the range is also bad after 6-7 feets it disconnects and you cannot play music if there a drywall or a partition between mobile and headphones. Bass is not super extra but above average build quality is not up to the mark. if there is not this connectivity problem in this headphones then in 1100 rs its a good device but only Blu...READ MORE,bluetooth connectivity really bad disconnect automatically multiple time sometimes listening music difficult one due connectivity problem range also bad feets disconnect play music drywall partition mobile headphone bass super extra average build quality mark connectivity problem headphone good device bluread,NEGATIF
simply superbREAD MORE,simply superbread,POSITIF
This product has good sound quality but its battery has stopped working now in just 40daysREAD MORE,product good sound quality battery stopped working daysread,NEGATIF
Not Gud Sound .. Feeling like a average sound and some time Facing problem Bluetooth Connectivity when I walkREAD MORE,gud sound feeling like average sound time facing problem bluetooth connectivity walkread,NEGATIF
"Hi there i get this product @ ₹700 during the Big sale. Thanx flipkart for the lowest price. Awesome quality product ...perfect sound, bass and clarity. Backup is too good.READ MORE",get product big sale thanx flipkart lowest price awesome quality product perfect sound bass clarity backup goodread,POSITIF
